customerID,MonthlyCharges,tenure,TotalCharges,Churn_actual,churn_proba,churn_pred,risk_segment,expected_revenue_loss,retention_opportunity
9544-PYPSJ,96.1,62,6019.35,0,0.30037662235152174,0,Medium,346.39432089577485,103.91829626873245
4208-UFFGW,44.95,2,85.15,1,0.5726057958226173,1,Medium,308.8635662667198,92.65906988001593
9537-JALFH,19.9,69,1356.7,0,0.0,0,Low,0.0,0.0
4415-IJZTP,74.5,1,74.5,1,0.9174999999999999,1,High,820.2449999999999,246.07349999999997
4701-MLJPN,55.25,31,1715.65,1,0.20326626186526,0,Low,134.76553161666737,40.42965948500021
7515-LODFU,20.3,69,1356.3,0,0.010939998870558073,0,Low,2.6649837248679464,0.7994951174603839
4927-WWOOZ,91.45,2,171.45,0,0.8192947498556862,1,High,899.09405849163,269.728217547489
4067-HLYQI,70.4,33,2406.1,0,0.39573279655940913,0,Medium,334.31506653338886,100.29451996001666
6184-DYUOB,19.6,3,55.25,0,0.17937507321948826,0,Low,42.189017221223644,12.656705166367093
9209-NWPGU,65.4,44,2774.55,0,0.05935835960763706,0,Low,46.584440620073565,13.975332186022069
9851-KIELU,110.1,10,1043.3,1,0.3734365634365634,0,Medium,493.38438761238757,148.01531628371626
3199-XGZCY,75.25,8,576.7,0,0.7219623670406874,1,High,651.9320174377407,195.5796052313222
4226-KKDON,66.65,8,520.95,0,0.2644853224118524,0,Low,211.53536086499957,63.46060825949987
1085-LDWAM,20.35,69,1442.65,0,0.010939998870558073,0,Low,2.6715477241902814,0.8014643172570844
6825-UYPFK,75.6,23,1758.6,1,0.3085037936327092,0,Medium,279.87464158359376,83.96239247507812
1767-CJKBA,25.1,66,1697.7,0,0.00962802327940628,0,Low,2.899960611757172,0.8699881835271516
7181-BQYBV,102.45,1,102.45,1,0.5716505074228999,1,Medium,702.7871338257132,210.83614014771396
0178-CIIKR,19.95,3,58.0,0,0.16174421922499788,0,Low,38.72156608246449,11.616469824739347
4256-ZWTZI,51.0,5,286.8,0,0.3350817952274263,0,Medium,205.0700586791849,61.52101760375547
9537-VHDTA,51.2,1,51.2,0,0.3350817952274263,0,Medium,205.87425498773075,61.762276496319224
2754-XBHTB,77.65,9,714.15,1,0.5726057958226173,1,Medium,533.5540805475148,160.06622416425444
5975-BAICR,63.7,36,2188.5,0,0.08622103386809268,0,Low,65.90735828877004,19.77220748663101
3301-VKTGC,85.5,68,5696.6,0,0.08622103386809268,0,Low,88.46278074866309,26.538834224598926
2877-VDUER,40.9,35,1383.6,0,0.08622103386809268,0,Low,42.31728342245989,12.695185026737965
7717-BICXI,20.55,60,1205.05,0,0.003125,0,Low,0.7706250000000001,0.23118750000000002
0562-FGDCR,74.55,72,5430.65,0,0.009603416980193683,0,Low,8.591216830481269,2.5773650491443805
3705-PSNGL,20.4,45,930.45,1,0.02041783573404954,0,Low,4.998286187695326,1.4994858563085978
0048-LUMLS,91.2,37,3247.55,0,0.1327842333105491,0,Low,145.31906493506492,43.59571948051947
6497-TILVL,50.7,7,350.35,0,0.1857130703758983,0,Low,112.98783201669653,33.89634960500896
2108-YKQTY,50.7,4,151.3,1,0.42116932180228306,0,Medium,256.239415384509,76.87182461535271
3658-KIBGF,54.9,1,54.9,1,0.4927385793291649,0,Medium,324.61617606205385,97.38485281861615
5482-NUPNA,60.4,4,272.15,1,0.2222188582773173,0,Low,161.06422847939956,48.31926854381987
7410-KTVFV,49.55,18,878.35,1,0.28930227573844597,0,Low,172.01913315407998,51.60573994622399
9033-EOXWV,74.05,12,872.65,1,0.11102067669172933,0,Low,98.65297330827067,29.5958919924812
8821-XNHVZ,80.05,1,80.05,1,0.6740254412113851,1,Medium,647.4688388276566,194.24065164829696
8224-KDLKN,25.0,72,1738.9,0,0.0,0,Low,0.0,0.0
4825-FUREZ,20.25,42,835.5,0,0.00962802327940628,0,Low,2.339609656895726,0.7018828970687178
7534-BFESC,76.1,24,1712.7,1,0.6214288240495136,1,Medium,567.4888021220158,170.24664063660475
9138-EFSMO,78.95,26,2034.25,0,0.13094599801643145,0,Low,124.05823852076716,37.217471556230144
4227-OJHAL,73.0,68,5163.0,0,0.05436763466301279,0,Low,47.6260479647992,14.28781438943976
7279-NMVJC,19.9,17,323.15,0,0.02041783573404954,0,Low,4.875779173291029,1.4627337519873087
8591-TKMZH,111.1,59,6555.2,0,0.0666999299719888,0,Low,88.92434663865546,26.677303991596638
9283-LZQOH,74.4,13,896.75,1,0.4806261063659349,0,Medium,429.1029877635067,128.730896329052
3594-IVHJZ,20.45,2,42.45,0,0.19832766963154552,0,Low,48.669610127581265,14.600883038274379
1945-XISKS,19.65,67,1335.2,0,0.006023550724637681,0,Low,1.420353260869565,0.4261059782608695
4359-INNWN,20.05,17,337.9,0,0.012638295458618842,0,Low,3.0407738873436934,0.912232166203108
7649-SIJJF,80.1,71,5585.4,0,0.010939998870558073,0,Low,10.51552691438042,3.154658074314126
9254-RBFON,98.6,17,1704.95,1,0.15666508730503945,0,Low,185.36613129932266,55.6098393897968
0970-ETWGE,89.55,1,89.55,1,0.9216776721281696,1,High,990.4348264689311,297.1304479406793
7762-ONLJY,19.7,6,94.45,0,0.03176327611969643,0,Low,7.508838474696236,2.252651542408871
6710-HSJRD,114.1,61,7132.15,0,0.3612240019867138,0,Medium,494.58790352020844,148.37637105606254
8873-GLDMH,73.85,6,401.3,0,0.6542796922183213,1,Medium,579.8226632438763,173.94679897316288
9907-SWKKF,25.05,1,25.05,1,0.5469972091385158,1,Medium,164.42736106703785,49.32820832011135
4658-HCOHW,102.8,21,2110.15,1,0.4302238286602499,0,Medium,530.7241150352843,159.21723451058529
9330-VOFSZ,110.8,60,6640.7,0,0.0886771742189699,0,Low,117.90517084154237,35.37155125246271
2860-RANUS,85.8,20,1727.5,1,0.4927385793291649,0,Medium,507.3236412773082,152.19709238319246
6234-PFPXL,95.9,22,2234.95,0,0.2347037892529808,0,Low,270.09712067233033,81.0291362016991
7205-BAIAD,20.6,40,827.3,0,0.00962802327940628,0,Low,2.3800473546692325,0.7140142064007697
3858-VOBET,74.95,23,1710.45,1,0.6223804008458057,1,Medium,559.7689325207177,167.9306797562153
5103-MHMHY,45.95,1,45.95,1,0.5187267964958467,1,Medium,286.0259555878099,85.80778667634297
6119-SPUDB,38.25,46,1755.35,0,0.012638295458618842,0,Low,5.800977615506048,1.7402932846518144
9389-ACWBI,69.95,5,320.4,0,0.5192444740890392,1,Medium,435.8538115503395,130.75614346510184
3454-JFUBC,20.0,68,1396.0,0,0.010939998870558073,0,Low,2.6255997289339374,0.7876799186801812
1768-ZAIFU,25.2,1,25.2,1,0.713476663039632,1,High,215.75534290318467,64.7266028709554
7017-VFULY,20.1,2,43.15,0,0.1554411889219676,0,Low,37.49241476797859,11.247724430393577
9221-OTIVJ,104.85,14,1531.4,1,0.6778414055243622,1,Medium,852.8600564307526,255.85801692922576
2482-CZGBB,70.0,10,740.0,1,0.6979378089355598,1,Medium,586.2677595058702,175.88032785176105
7018-WBJNK,78.3,13,1033.95,0,0.4858892642606718,0,Medium,456.5415526993272,136.96246580979815
3331-HQDTW,109.8,34,3587.25,1,0.2674363918503156,0,Low,352.3741899019758,105.71225697059273
4695-VADHF,57.45,18,990.85,1,0.3015670985419979,0,Medium,207.90035773485334,62.370107320456
4086-WITJG,19.7,71,1301.1,0,0.0,0,Low,0.0,0.0
6297-NOOPG,110.5,70,7752.05,0,0.1237312030075188,0,Low,164.06757518796994,49.22027255639098
8777-PVYGU,64.3,52,3410.6,0,0.03176327611969643,0,Low,24.508543853957764,7.352563156187329
4378-MYPGO,105.25,68,7173.15,0,0.0886771742189699,0,Low,111.99927103855897,33.59978131156769
9313-CDOGY,19.6,38,717.3,0,0.0677988310708899,0,Low,15.946285067873305,4.783885520361991
4121-AGSIN,24.5,58,1497.9,0,0.012638295458618842,0,Low,3.71565886483394,1.1146976594501818
0432-CAJZV,90.7,3,237.65,0,0.607942664916721,1,Medium,661.6847964953593,198.50543894860778
9097-ZUBYC,48.8,14,664.4,0,0.1857130703758983,0,Low,108.75357401212604,32.62607220363781
9638-JIQYA,24.9,2,49.7,0,0.5393124522536287,1,Medium,161.14656073338423,48.34396822001527
1024-GUALD,24.8,1,24.8,1,0.6706867597232576,1,Medium,199.59637969364147,59.878913908092436
8024-XNAFQ,107.4,72,7748.75,0,0.03176327611969643,0,Low,40.93651026306477,12.28095307891943
7587-RZNME,43.3,3,123.65,1,0.6539290378001874,1,Medium,339.7815280409774,101.93445841229321
1346-UFHAX,80.0,13,1029.35,0,0.3362722714179025,0,Medium,322.8213805611864,96.84641416835592
6374-NTQLP,104.1,72,7447.7,0,0.08478107032286598,0,Low,105.90851304732418,31.772553914197253
6625-FLENO,20.75,58,1185.95,0,0.007376608057448634,0,Low,1.83677540630471,0.551032621891413
7375-WMVMT,95.5,71,6707.15,0,0.08587997142176709,0,Low,98.41844724934509,29.525534174803525
6910-HADCM,76.35,1,76.35,1,0.6778414055243622,1,Medium,621.0382957414206,186.31148872242616
7401-JIXNM,91.3,54,4965.0,0,0.00962802327940628,0,Low,10.548462304917521,3.1645386914752565
7338-ERIVA,45.05,39,1790.6,0,0.02173288098291832,0,Low,11.748795459365644,3.524638637809693
5376-DEQCP,70.6,1,70.6,1,0.8535053088179978,1,High,723.0896976306077,216.9269092891823
0909-SELIE,80.8,61,4860.85,0,0.012638295458618842,0,Low,12.254091276676828,3.6762273830030483
5419-KLXBN,89.15,25,2257.75,1,0.3878473786100905,0,Medium,414.9191256370749,124.47573769112246
0365-TRTPY,91.2,37,3382.3,0,0.20206490036409192,0,Low,221.13982695846218,66.34194808753865
6712-OAWRH,91.25,26,2351.8,1,0.617729139243651,1,Medium,676.4134074717979,202.92402224153935
2428-ZMCTB,19.75,10,208.25,0,0.1086462144666479,0,Low,25.749152828595555,7.724745848578666
1963-VAUKV,20.4,1,20.4,1,0.35854459156871765,0,Medium,87.77171601602207,26.33151480480662
9381-NDKME,40.65,24,933.3,1,0.28671202607822976,0,Low,139.85812632096048,41.95743789628814
3729-OWRVL,110.35,65,7246.15,0,0.15387239165329053,0,Low,203.75782102728732,61.12734630818619
0895-LMRSF,64.9,23,1509.8,0,0.1316379974326059,0,Low,102.51967240051349,30.755901720154043
2676-SSLTO,66.15,49,3199.0,0,0.02173288098291832,0,Low,17.251560924240565,5.175468277272169
8495-PRWFH,55.65,42,2421.75,0,0.2992299462358502,0,Low,199.82575809630075,59.94772742889022
9030-QGZNL,20.85,8,161.65,0,0.012683088291765541,0,Low,3.1733086905997387,0.9519926071799216
9972-NKTFD,54.65,28,1517.5,0,0.12464296771340115,0,Low,81.74085822644848,24.522257467934544
7998-WNZEM,80.6,71,5708.2,0,0.010939998870558073,0,Low,10.581166907603768,3.1743500722811304
0979-PHULV,99.45,69,7007.6,1,0.3362722714179025,0,Medium,401.30732871012486,120.39219861303745
6445-TNRXS,114.7,68,7849.85,0,0.02894376533665981,0,Low,39.838198609378566,11.95145958281357
9586-JGQKH,105.4,64,6794.75,0,0.10229946524064171,0,Low,129.38836363636364,38.816509090909086
3966-HRMZA,75.05,3,202.9,0,0.5852373747699857,1,Medium,527.0647797178491,158.11943391535473
5498-IBWPI,49.4,66,3251.85,0,0.03897416047343792,0,Low,23.103882328654,6.931164698596199
6823-SIDFQ,18.25,28,534.7,0,0.010939998870558073,0,Low,2.395859752652218,0.7187579257956654
2323-ARSVR,111.05,67,7321.05,0,0.10229946524064171,0,Low,136.32426737967916,40.89728021390375
5468-BPMMO,19.6,46,851.2,0,0.0886771742189699,0,Low,20.856871376301722,6.257061412890517
0486-HECZI,96.75,55,5238.9,1,0.28402479236332806,0,Low,329.7527839338239,98.92583518014716
2178-PMGCJ,69.7,22,1490.4,0,0.39899955976227164,0,Medium,333.72323178516405,100.11696953554922
4660-IRIBM,87.9,18,1500.5,0,0.30861838059327995,0,Medium,325.5306678497917,97.65920035493751
9674-EHPPG,40.4,46,1842.7,0,0.012638295458618842,0,Low,6.127045638338414,1.8381136915015241
5606-AMZBO,78.15,10,765.15,0,0.37237618313889503,0,Medium,349.21438454765575,104.76431536429672
0665-XHDJU,99.4,72,7285.7,0,0.1680822163814079,0,Low,200.48846769974335,60.146540309923004
5402-HTOTQ,55.3,16,875.35,0,0.3061228412517568,0,Medium,203.1431174546658,60.942935236399734
8258-GSTJK,77.0,3,237.75,1,0.8718653250773993,1,High,805.603560371517,241.6810681114551
3787-TRIAL,26.05,21,565.75,0,0.40839008152121437,0,Medium,127.66273948353161,38.29882184505948
6175-IRFIT,78.75,5,426.35,0,0.6020353593393448,1,Medium,568.9234145756809,170.67702437270427
6317-YPKDH,29.95,1,29.95,1,0.4518416452130527,0,Medium,162.39188728957114,48.717566186871345
5692-FPTAH,45.4,1,45.4,1,0.6002271401612627,1,Medium,327.0037459598559,98.10112378795677
5373-SFODM,85.25,36,3132.75,1,0.4507726265124551,0,Medium,461.14039692224156,138.34211907667247
0868-VJRDR,104.05,64,6605.55,0,0.10229946524064171,0,Low,127.73111229946522,38.31933368983957
4079-VTGLK,74.85,30,2181.75,0,0.12464296771340115,0,Low,111.9543136001769,33.58629408005307
1166-PQLGG,19.55,72,1463.45,0,0.006023550724637681,0,Low,1.413125,0.42393749999999997
5296-BFCYD,20.1,46,936.85,0,0.009603416980193683,0,Low,2.3163441756227163,0.6949032526868149
6568-POCUI,95.2,45,4285.8,0,0.10229946524064171,0,Low,116.8669090909091,35.06007272727273
2839-RFSQE,20.65,2,38.7,1,0.165792969483209,0,Low,41.08349783793919,12.325049351381757
2188-SXWVT,55.0,34,1885.15,0,0.02173288098291832,0,Low,14.34370144872609,4.303110434617827
8849-GYOKR,106.55,54,5763.3,1,0.1376845531104392,0,Low,176.04346960700758,52.81304088210227
3623-FQBOX,19.95,21,416.4,0,0.08770251534957417,0,Low,20.995982174688056,6.298794652406417
2649-HWLYB,76.15,65,4929.55,0,0.017400200220523604,0,Low,15.90030296151447,4.770090888454341
0599-XNYDO,69.8,20,1540.35,0,0.4487095694538157,0,Medium,375.839135374516,112.7517406123548
2514-GINMM,79.5,1,79.5,1,0.8564473684210526,1,High,817.0507894736843,245.11523684210528
8401-EMUWF,69.4,42,3058.3,0,0.11906006136623351,0,Low,99.15321910579928,29.745965731739783
5766-ZJYBB,19.4,1,19.4,1,0.33945138748905024,0,Medium,79.02428300745089,23.707284902235266
2604-IJPDU,96.55,20,1901.65,0,0.38111598702432997,0,Medium,441.5609825663887,132.4682947699166
2501-XWWTZ,70.2,11,760.05,0,0.5219063000476065,1,Medium,439.6538671601038,131.89616014803113
6370-ZVHDV,25.3,61,1554.9,0,0.009603416980193683,0,Low,2.9155973951868024,0.8746792185560407
3027-YNWZU,25.0,64,1584.8,0,0.007010167590418259,0,Low,2.1030502771254778,0.6309150831376433
4526-ZJJTM,88.4,25,2191.15,0,0.2992299462358502,0,Low,317.4231269669899,95.22693809009697
0440-QEXBZ,50.15,44,2139.1,0,0.2845545287751014,0,Low,171.24491541685603,51.37347462505681
0330-IVZHA,69.95,5,330.15,1,0.6724949789013398,1,Medium,564.4922852897846,169.34768558693537
9758-MFWGD,29.9,48,1388.75,0,0.09502392344497608,0,Low,34.094583732057416,10.228375119617224
4229-CZMLL,74.9,6,469.8,1,0.8386914813772398,1,High,753.8159034618632,226.14477103855896
0742-MOABM,50.05,4,179.35,1,0.3321971798428109,0,Medium,199.51762621359222,59.85528786407767
4277-BWBML,19.95,72,1322.85,0,0.003125,0,Low,0.748125,0.2244375
5136-GFPMB,89.4,54,4869.5,0,0.27981913106232315,0,Low,300.1899638036603,90.05698914109809
7520-HQWJU,67.45,66,4508.65,0,0.11554621848739495,0,Low,93.52310924369748,28.056932773109242
6304-IJFSQ,49.9,3,130.1,1,0.5174930052137462,1,Medium,309.8748115219912,92.96244345659736
0297-RBCSG,65.35,19,1231.85,0,0.12189296771340115,0,Low,95.58846528084918,28.67653958425475
6013-BHCAW,81.0,61,4976.15,0,0.02041783573404954,0,Low,19.846136333496155,5.953840900048847
4402-FTBXC,89.8,54,4667.0,0,0.1857130703758983,0,Low,200.12440463706798,60.03732139112039
1471-GIQKQ,49.95,1,49.95,0,0.47458826835731854,0,Medium,284.46820805337677,85.34046241601303
4283-FUTGF,79.85,19,1471.75,1,0.6480217322228112,1,Medium,620.9344238158976,186.28032714476927
9548-LERKT,19.75,24,483.15,0,0.009603416980193683,0,Low,2.276009824305903,0.6828029472917708
8059-UDZFY,105.35,33,3465.05,0,0.44837844174984925,0,Medium,566.8400260601594,170.05200781804783
0410-IPFTY,83.85,31,2674.15,0,0.42022833099104284,0,Medium,422.8337466431873,126.85012399295618
2478-EEWWM,44.3,59,2666.75,0,0.43428002196951415,0,Medium,230.8632596789937,69.25897790369811
4619-EVPHY,91.0,20,1859.5,0,0.23452193800729976,0,Low,256.09795630397133,76.82938689119139
2277-DJJDL,99.0,60,6017.9,0,0.44837844174984925,0,Medium,532.6735887988209,159.80207663964626
2911-WDXMV,80.55,18,1406.65,0,0.40246276322547503,0,Medium,389.0205069337442,116.70615208012325
3639-XJHKQ,60.6,19,1297.8,0,0.22506300303501284,0,Low,163.66581580706134,49.099744742118396
8173-RXAYP,19.7,24,452.55,0,0.009603416980193683,0,Low,2.2702477741177867,0.681074332235336
4537-CIBHB,20.25,9,172.35,0,0.02173288098291832,0,Low,5.281090078849152,1.5843270236547455
5442-BXVND,24.25,33,838.5,0,0.08478107032286598,0,Low,24.671291463954,7.401387439186199
2308-STERM,19.4,2,61.05,0,0.15733244187705034,0,Low,36.62699246897732,10.988097740693195
7159-NOKYQ,93.15,67,6368.2,0,0.1680822163814079,0,Low,187.8823014711378,56.36469044134134
6075-QMNRR,49.75,52,2535.55,0,0.1237312030075188,0,Low,73.86752819548872,22.160258458646613
3694-GLTJM,19.65,5,92.05,0,0.16174421922499788,0,Low,38.13928689325449,11.441786067976347
9629-NHXFW,19.4,1,19.4,0,0.34193402194807404,0,Medium,79.60224030951164,23.88067209285349
7167-PCEYD,19.8,67,1311.3,0,0.00962802327940628,0,Low,2.2876183311869323,0.6862854993560796
2748-MYRVK,99.9,63,6137.0,1,0.16182188173012657,0,Low,193.99207181807577,58.19762154542273
4223-WOZCM,49.95,2,107.1,0,0.49363588740493763,0,Medium,295.8853509105196,88.76560527315588
6946-LMSQS,89.05,25,2177.45,1,0.17946307037589831,0,Low,191.77423700368493,57.53227110110548
5469-NUJUR,19.95,19,373.5,0,0.012638295458618842,0,Low,3.025607932793351,0.9076823798380053
6388-TABGU,56.15,62,3487.95,0,0.02173288098291832,0,Low,14.643615206290363,4.393084561887108
1261-FWTTE,34.65,23,768.45,0,0.30980885678375614,0,Medium,128.8185226506858,38.645556795205735
8590-YFFQO,64.95,70,4523.25,0,0.010939998870558073,0,Low,8.526635119712962,2.5579905359138886
0082-OQIQY,94.2,29,2607.6,0,0.4708892642606718,0,Medium,532.2932243202633,159.687967296079
9465-RWMXL,78.9,32,2447.95,1,0.5926737739872069,1,Medium,561.1435292110875,168.34305876332624
2930-UOTMB,65.25,31,1994.3,1,0.0886771742189699,0,Low,69.43422741345343,20.83026822403603
9128-CPXKI,95.8,59,5655.45,0,0.13788799743260588,0,Low,158.5160418485237,47.55481255455711
0484-FFVBJ,64.85,32,2010.95,0,0.1288879974326059,0,Low,100.3006396020539,30.09019188061617
1100-DDVRV,49.8,17,836.35,0,0.29623564138127245,0,Low,177.0304192894484,53.10912578683452
9313-QOLTZ,20.9,26,518.3,0,0.0886771742189699,0,Low,22.240235294117646,6.672070588235294
3338-CVVEH,94.55,12,1173.55,0,0.5838862880309369,1,Medium,662.477382399901,198.7432147199703
1131-SUEKT,98.45,61,6145.2,0,0.1327842333105491,0,Low,156.8712932330827,47.06138796992481
7602-DBTOU,19.6,71,1416.5,0,0.006023550724637681,0,Low,1.4167391304347827,0.4250217391304348
1385-TQOZW,20.45,9,147.55,0,0.1086462144666479,0,Low,26.661781030115392,7.998534309034618
6892-XPFPU,104.25,24,2433.9,1,0.6462135130447291,1,Medium,808.4131048189561,242.5239314456868
4115-NZRKS,89.15,7,574.35,0,0.7594917077389985,1,High,812.5042289391807,243.7512686817542
5514-YQENT,111.15,41,4507.15,0,0.0886771742189699,0,Low,118.27761497326205,35.483284491978615
6319-IEJWJ,90.2,20,1776.55,1,0.6268200483345602,1,Medium,678.4700203173279,203.54100609519836
8849-AYPTR,91.25,33,2964.05,0,0.487283004573554,0,Medium,533.5748900080416,160.07246700241248
5893-PYOLZ,81.8,56,4534.45,0,0.02173288098291832,0,Low,21.33299597283262,6.399898791849786
7180-PISOG,74.5,1,74.5,1,0.814673690420976,1,High,728.3182792363525,218.49548377090574
8443-ZRDBZ,76.05,4,318.9,1,0.8475772667217027,1,High,773.4990136102258,232.04970408306772
9079-YEXQJ,111.1,54,6014.85,1,0.28671202607822976,0,Low,382.2444731674959,114.67334195024877
3780-YVMFA,68.55,8,564.35,0,0.29623564138127245,0,Low,243.6834386002347,73.1050315800704
6968-MHOMU,45.0,58,2689.35,0,0.1237312030075188,0,Low,66.81484962406016,20.04445488721805
0899-LIIBW,100.85,34,3527.3,0,0.49939547753678415,0,Medium,604.3684069150161,181.3105220745048
3677-IYRBF,30.4,2,78.65,1,0.7089999540257179,1,High,258.6431832285819,77.59295496857457
8393-DLHGA,95.9,25,2448.75,1,0.5622772320868454,1,Medium,647.0686386855418,194.12059160566255
7691-XVTZH,89.95,68,5974.3,0,0.11048444976076555,0,Low,119.25691507177035,35.777074521531105
5360-LJCNJ,105.15,71,7555.0,0,0.1237312030075188,0,Low,156.12403195488724,46.83720958646617
3891-PUQOD,59.2,1,59.2,1,0.5187267964958467,1,Medium,368.50351623064955,110.55105486919486
0952-KMEEH,98.15,13,1230.25,1,0.33338765603328707,0,Medium,392.66398127600553,117.79919438280166
4919-IKATY,84.5,5,453.75,1,0.5090794314594907,1,Medium,516.2065434999236,154.86196304997705
9746-UGFAC,20.85,22,450.65,0,0.02041783573404954,0,Low,5.108542500659195,1.5325627501977583
9108-EQPNQ,26.1,10,225.55,0,0.012638295458618842,0,Low,3.9583141376394213,1.1874942412918263
0531-ZZJWQ,74.0,55,4052.4,0,0.5311740346013825,1,Medium,471.6825427260277,141.5047628178083
8763-KIAFH,20.55,27,583.3,0,0.013735175184595345,0,Low,3.3870942005212124,1.0161282601563637
5863-OOKCL,18.85,10,163.2,0,0.0886771742189699,0,Low,20.05877680833099,6.0176330424992965
2958-NHPPS,20.85,23,473.9,0,0.0886771742189699,0,Low,22.187028989586267,6.65610869687588
9530-GRMJG,84.1,70,5979.7,0,0.02894376533665981,0,Low,29.21004797775708,8.763014393327124
1809-DMJHQ,46.0,5,221.7,1,0.4507726265124551,0,Medium,248.8264898348752,74.64794695046255
0164-XAIRP,19.55,24,470.2,0,0.010939998870558073,0,Low,2.566523735032924,0.7699571205098772
2926-JEJJC,20.2,8,140.95,0,0.03176327611969643,0,Low,7.699418131414415,2.3098254394243245
1169-WCVAK,88.8,19,1672.35,0,0.21961809185345366,0,Low,234.0250386790402,70.20751160371205
1217-VASWC,100.55,43,4304.0,0,0.20326626186526,0,Low,245.26107156662272,73.57832146998682
2452-KDRRH,101.4,67,6841.05,0,0.3878473786100905,0,Medium,471.93269029275814,141.57980708782745
6402-EJMWF,55.3,4,238.5,0,0.5183471660132665,1,Medium,343.9751793664036,103.19255380992108
7663-CUXZB,113.75,59,6561.25,0,0.07218907898087465,0,Low,98.5380928088939,29.561427842668166
4312-KFRXN,25.4,72,1710.9,0,0.009603416980193683,0,Low,2.9271214955630347,0.8781364486689104
3011-WQKSZ,20.0,19,377.55,0,0.12189296771340115,0,Low,29.254312251216277,8.776293675364883
9747-DDZOS,73.5,1,73.5,1,0.607942664916721,1,Medium,536.2054304565479,160.86162913696435
2091-MJTFX,51.2,30,1561.5,1,0.15666508730503945,0,Low,96.25502964021624,28.87650889206487
0388-EOPEX,74.4,2,139.4,1,0.5183471660132665,1,Medium,462.7803498166444,138.8341049449933
